uid,total_act_mins,variant_number
25236,1297.0,0
25237,22.0,0
25238,158.0,0
25239,120.0,0
25240,941.0,0
25241,1571.0,0
25242,6.0,0
25243,2154.0,0
25244,5.0,0
25245,5.0,0
25247,74.0,0
25248,666.0,0
25249,19245.0,0
25250,28.0,0
25253,337.0,0
25254,2.0,0
25255,4.0,0
25256,104.0,0
25257,383.0,0
25258,247.0,0
25259,1307.0,0
25260,12.0,0
25261,171.0,0
25262,6.0,0
25263,32.0,0
25264,100.0,0
25265,37.0,0
25266,73.0,0
25267,98.0,0
25268,40.0,0
25269,421.0,0
25270,192.0,0
25271,4176.0,0
25272,58.0,0
25273,16.0,0
25274,12.0,0
25275,160.0,0
25276,92.0,0
25277,43.0,0
25278,879.0,0
25279,284.0,0
25280,11.0,0
25281,53.0,0
25282,815.0,0
25283,39.0,0
25284,3.0,0
25285,3.0,0
25286,13.0,0
25287,39.0,0
25288,2.0,0
25291,154.0,0
25292,82.0,0
25293,6.0,0
25294,25.0,0
25295,122.0,0
25296,546.0,0
25297,15.0,0
25298,215.0,0
25299,980.0,0
25300,2.0,0
25301,1372.0,0
25302,99.0,0
25303,25.0,0
25304,811.0,0
25305,63.0,0
25306,231.0,0
25307,69.0,0
25308,235.0,0
25309,397.0,0
25311,2.0,0
25312,92.0,0
25313,37.0,0
25314,25.0,0
25315,1743.0,0
25316,201.0,0
25317,47.0,0
25318,76.0,0
25319,44.0,0
25320,147.0,0
25321,970.0,0
25323,25.0,0
25324,505.0,0
25325,124.0,0
25326,230.0,0
25327,3727.0,0
25329,4.0,0
25330,25.0,0
25331,8.0,0
25333,14.0,0
25334,377.0,0
25335,4.0,0
25336,74.0,0
25337,94.0,0
25339,12.0,0
25340,28.0,0
25341,5.0,0
25342,121.0,0
25343,61.0,0
25344,14.0,0
25345,18.0,0
25346,45.0,0
25347,1041.0,0
25348,114.0,0
25349,19.0,0
25350,33.0,0
25351,753.0,0
25353,10.0,0
25354,38.0,0
25355,19.0,0
25356,211.0,0
25357,183.0,0
25358,137.0,0
25359,20.0,0
25360,54.0,0
25361,14142.0,0
25362,2075.0,0
25363,437.0,0
25364,21.0,0
25365,52.0,0
25366,66.0,0
25367,29.0,0
25368,43.0,0
25369,23.0,0
25370,11.0,0
25371,14.0,0
25372,6.0,0
25373,21.0,0
25374,74.0,0
25375,56.0,0
25376,40.0,0
25378,472.0,0
25379,85.0,0
25380,371.0,0
25381,72.0,0
25382,158.0,0
25383,1.0,0
25384,883.0,0
25385,12.0,0
25386,145.0,0
25387,25.0,0
25388,125.0,0
25389,179.0,0
25390,31.0,0
25391,31.0,0
25392,1.0,0
25393,3.0,0
25394,1852.0,0
25395,467.0,0
25396,8.0,0
25397,19.0,0
25398,220.0,0
25399,27.0,0
25400,551.0,0
25401,454.0,0
25402,11063.0,0
25403,14.0,0
25404,43.0,0
25405,2397.0,0
25406,6.0,0
25407,10.0,0
25408,185.0,0
25409,4.0,0
25410,398.0,0
25411,11.0,0
25412,41.0,0
25413,4173.0,0
25414,11.0,0
25415,92.0,0
25416,71.0,0
25417,33.0,0
25418,39.0,0
25419,20.0,0
25420,13.0,0
25421,1.0,0
25422,1.0,0
25423,60.0,0
25425,325.0,0
25426,13664.0,0
25427,12.0,0
25428,790.0,0
25429,11.0,0
25430,78.0,0
25431,1633.0,0
25432,328.0,0
25433,805.0,0
25434,3.0,0
25435,75.0,0
25436,71.0,0
25438,9.0,0
25439,13.0,0
25440,53.0,0
25441,25.0,0
25442,18.0,0
25443,41.0,0
25444,48.0,0
25445,26.0,0
25446,32.0,0
25447,27.0,0
25448,29.0,0
25449,351.0,0
25450,490.0,0
25451,102.0,0
25452,8.0,0
25453,10.0,0
25454,42.0,0
25455,527.0,0
25456,5.0,0
25457,336.0,0
25458,244.0,0
25459,24.0,0
25460,21.0,0
25461,49.0,0
25462,243.0,0
25463,32.0,0
25464,3.0,0
25465,884.0,0
25466,26.0,0
25468,6.0,0
25469,46.0,0
25470,204.0,0
25471,50.0,0
25472,1549.0,0
25473,12.0,0
25474,52.0,0
25475,234.0,0
25476,11.0,0
25477,4748.0,0
25478,66.0,0
25479,77.0,0
25480,20.0,0
25481,12.0,0
25482,443.0,0
25484,374.0,0
25485,410.0,0
25487,109.0,0
25488,363.0,0
25489,119.0,0
25490,2.0,0
25491,4987.0,0
25492,7.0,0
25493,92.0,0
25494,70.0,0
25495,67.0,0
25496,43.0,0
25498,467.0,0
25499,67.0,0
25500,13.0,0
25501,5.0,0
25502,6.0,0
25503,2782.0,0
25504,100.0,0
25505,6.0,0
25506,10.0,0
25507,132.0,0
25508,80.0,0
25509,13.0,0
25510,49.0,0
25511,4626.0,0
25512,1886.0,0
25513,12434.0,0
25514,11.0,0
25515,31.0,0
25517,90.0,0
25518,80.0,0
25519,2320.0,0
25520,4.0,0
25521,38.0,0
25522,1.0,0
25523,58.0,0
25524,28.0,0
25525,3.0,0
25526,7.0,0
25527,52.0,0
25528,130.0,0
25529,7.0,0
25530,56.0,0
25531,34.0,0
25532,6.0,0
25534,166.0,0
25535,637.0,0
25536,17.0,0
25537,118.0,0
25538,7.0,0
25539,337.0,0
25540,14.0,0
25541,9.0,0
25542,41.0,0
25543,375.0,0
25544,64.0,0
25545,12.0,0
25546,143.0,0
25547,107.0,0
25548,509.0,0
25549,9.0,0
25550,1413.0,0
25551,14.0,0
25552,286.0,0
25553,46.0,0
25554,35.0,0
25555,20.0,0
25556,315.0,0
25557,59.0,0
25558,50.0,0
25559,1.0,0
25560,9.0,0
25561,1236.0,0
25562,77.0,0
25563,27.0,0
25564,61.0,0
25565,54.0,0
25566,2.0,0
25567,98.0,0
25568,100.0,0
25569,246.0,0
25570,9.0,0
25571,134.0,0
25572,19.0,0
25573,1010.0,0
25574,42.0,0
25576,19.0,0
25577,102.0,0
25578,20.0,0
25580,36.0,0
25581,14.0,0
25582,306.0,0
25583,7.0,0
25585,20.0,0
25586,6.0,0
25587,76.0,0
25588,35.0,0
25589,84.0,0
25590,91.0,0
25591,5.0,0
25592,132.0,0
25593,286.0,0
25594,14.0,0
25595,29.0,0
25597,2220.0,0
25598,9.0,0
25599,190.0,0
25600,3774.0,0
25601,223714.0,0
25602,48.0,0
25603,59.0,0
25604,1.0,0
25606,255.0,0
25607,3.0,0
25608,46.0,0
25609,33.0,0
25610,95.0,0
25611,68.0,0
25612,54.0,0
25613,1090.0,0
25614,98.0,0
25615,171.0,0
25616,5.0,0
25617,8.0,0
25618,22.0,0
25619,32.0,0
25620,35.0,0
25621,129.0,0
25622,85.0,0
25623,22.0,0
25624,1172.0,0
25625,18.0,0
25626,7.0,0
25627,58.0,0
25628,108.0,0
25629,16.0,0
25630,8.0,0
25631,38.0,0
25632,237.0,0
25633,750.0,0
25634,2.0,0
25635,6.0,0
25636,3.0,0
25637,498.0,0
25639,72.0,0
25640,13.0,0
25641,67.0,0
25642,22.0,0
25643,197.0,0
25644,38.0,0
25645,31.0,0
25646,16.0,0
25647,13.0,0
25648,2.0,0
25649,72.0,0
25650,92.0,0
25651,103.0,0
25652,133.0,0
25653,1043.0,0
25654,63.0,0
25655,53.0,0
25656,110.0,0
25657,121.0,0
25658,408.0,0
25659,166.0,0
25660,308.0,0
25661,40.0,0
25662,14.0,0
25663,1.0,0
25664,69.0,0
25665,113.0,0
25666,16.0,0
25667,36.0,0
25668,55.0,0
25669,23.0,0
25670,18.0,0
25671,225.0,0
25672,2759.0,0
25673,10.0,0
25675,441.0,0
25677,3.0,0
25678,3.0,0
25679,5.0,0
25681,5.0,0
25682,56.0,0
25683,14.0,0
25684,16.0,0
25685,79.0,0
25686,57.0,0
25688,13.0,0
25689,224.0,0
25690,62.0,0
25691,28.0,0
25692,43.0,0
25693,5672.0,0
25694,188.0,0
25695,19.0,0
25696,38.0,0
25698,2843.0,0
25699,26.0,0
25700,28.0,0
25701,36.0,0
25702,24.0,0
25703,592.0,0
25704,53.0,0
25705,56.0,0
25706,2879.0,0
25707,1817.0,0
25708,3.0,0
25709,3.0,0
25710,22.0,0
25711,35.0,0
25712,1355.0,0
25713,20.0,0
25714,22.0,0
25716,125.0,0
25717,5.0,0
25718,32.0,0
25719,24.0,0
25720,651.0,0
25721,6.0,0
25722,36.0,0
25723,174.0,0
25724,33.0,0
25725,13.0,0
25726,556.0,0
25727,39.0,0
25728,286.0,0
25729,14.0,0
25730,4017.0,0
25731,5.0,0
25732,7.0,0
25733,2.0,0
25734,47.0,0
25735,3242.0,0
25737,88.0,0
25738,493.0,0
25739,31.0,0
25740,90.0,0
25741,6.0,0
25742,15.0,0
25743,230.0,0
25744,334.0,0
25745,25.0,0
25746,53.0,0
25747,1309.0,0
25748,100.0,0
25749,73.0,0
25750,12.0,0
25751,60.0,0
25752,20.0,0
25753,52.0,0
25754,87.0,0
25755,242.0,0
25756,15.0,0
25757,119.0,0
25758,9.0,0
25759,454.0,0
25760,1914.0,0
25761,15.0,0
25762,2.0,0
25763,6.0,0
25764,3.0,0
25765,120.0,0
25766,17.0,0
25767,96.0,0
25768,48.0,0
25770,40.0,0
25771,5042.0,0
25772,156.0,0
25774,4.0,0
25775,391.0,0
25776,653.0,0
25777,312.0,0
25778,77.0,0
25780,231.0,0
25782,373.0,0
25783,22.0,0
25786,763.0,0
25787,26.0,0
25788,42.0,0
25789,28.0,0
25790,47.0,0
25791,15.0,0
25792,14.0,0
25793,619.0,0
25794,234.0,0
25795,1.0,0
25796,5.0,0
25797,6.0,0
25798,187.0,0
25799,12.0,0
25800,61.0,0
25801,171.0,0
25802,564.0,0
25803,3.0,0
25804,18.0,0
25805,26.0,0
25806,394.0,0
25807,11.0,0
25808,52.0,0
25809,273.0,0
25810,44.0,0
25811,6.0,0
25812,23.0,0
25813,11.0,0
25814,52.0,0
25815,84.0,0
25816,40.0,0
25817,14.0,0
25818,30.0,0
25819,4185.0,0
25820,9.0,0
25821,25.0,0
25822,6137.0,0
25823,14.0,0
25824,296.0,0
25825,2367.0,0
25826,70.0,0
25827,440.0,0
25828,37.0,0
25829,57.0,0
25830,110.0,0
25831,83.0,0
25832,10.0,0
25833,23.0,0
25834,6.0,0
25835,113.0,0
25836,40.0,0
25837,66.0,0
25838,13.0,0
25839,153.0,0
25840,9.0,0
25841,24.0,0
25842,15.0,0
25843,168.0,0
25844,113.0,0
25845,44.0,0
25846,14.0,0
25847,135.0,0
25848,1.0,0
25849,52.0,0
25850,11.0,0
25851,37.0,0
25852,7.0,0
25853,481.0,0
25854,206.0,0
25855,356.0,0
25856,1.0,0
25857,38.0,0
25858,18.0,0
25859,60.0,0
25860,152.0,0
25861,18.0,0
25862,29.0,0
25863,3.0,0
25864,8.0,0
25865,265.0,0
25866,9.0,0
25867,47.0,0
25868,6.0,0
25869,113.0,0
25870,6.0,0
25871,1558.0,0
25872,7.0,0
25873,31.0,0
25874,7.0,0
25875,12.0,0
25876,7.0,0
25877,22.0,0
25878,25.0,0
25879,3198.0,0
25880,6584.0,0
25881,29.0,0
25882,25.0,0
25884,1305.0,0
25885,64.0,0
25886,249.0,0
25888,44.0,0
25889,4.0,0
25890,470.0,0
25891,7.0,0
25892,65.0,0
25893,262.0,0
25894,244.0,0
25895,7.0,0
25896,10.0,0
25897,2864.0,0
25898,284.0,0
25899,78.0,0
25900,14.0,0
25901,12.0,0
25902,15.0,0
25903,3338.0,0
25904,114.0,0
25905,60.0,0
25906,1.0,0
25907,46.0,0
25909,43.0,0
25910,77.0,0
25911,97.0,0
25912,40.0,0
25913,67.0,0
25914,32.0,0
25915,98.0,0
25916,5.0,0
25917,10.0,0
25918,59.0,0
25919,21.0,0
25920,59.0,0
25921,147.0,0
25922,57.0,0
25923,30.0,0
25924,26.0,0
25925,55.0,0
25926,1.0,0
25927,9.0,0
25928,1137.0,0
25929,57.0,0
25930,46.0,0
25931,8.0,0
25932,105.0,0
25933,19.0,0
25934,111.0,0
25935,212.0,0
25936,4.0,0
25937,2.0,0
25938,179.0,0
25939,298.0,0
25940,499.0,0
25941,24.0,0
25942,154.0,0
25943,398.0,0
25944,723.0,0
25945,8.0,0
25947,23.0,0
25948,540.0,0
25950,401.0,0
25951,126.0,0
25952,75.0,0
25953,198.0,0
25955,11.0,0
25956,22.0,0
25957,33.0,0
25958,53.0,0
25959,17.0,0
25960,28.0,0
25961,90.0,0
25962,1252.0,0
25963,61.0,0
25964,9.0,0
25965,5.0,0
25966,17.0,0
25967,14.0,0
25968,3.0,0
25969,13.0,0
25970,5.0,0
25971,42.0,0
25972,1087.0,0
25973,94.0,0
25974,3.0,0
25975,88.0,0
25976,209.0,0
25977,6501.0,0
25978,6.0,0
25979,82.0,0
25980,2.0,0
25981,21.0,0
25982,100.0,0
25984,325.0,0
25985,32.0,0
25986,479.0,0
25988,18.0,0
25989,1.0,0
25990,8.0,0
25991,37.0,0
25992,5.0,0
25993,31.0,0
25994,9.0,0
25995,12.0,0
25996,53.0,0
25997,5.0,0
25998,230.0,0
25999,520.0,0
26000,31.0,0
26001,769.0,0
26003,92.0,0
26004,34.0,0
26005,14.0,0
26006,12.0,0
26007,96.0,0
26008,44.0,0
26009,21.0,0
26010,2.0,0
26011,17.0,0
26012,3.0,0
26013,108.0,0
26014,58.0,0
26015,319.0,0
26016,12.0,0
26017,264.0,0
26018,52.0,0
26019,23.0,0
26020,31.0,0
26021,619.0,0
26022,10.0,0
26023,60.0,0
26024,9.0,0
26025,112.0,0
26026,6.0,0
26027,1.0,0
26028,272.0,0
26030,7.0,0
26031,9.0,0
26032,101.0,0
26033,50.0,0
26034,4.0,0
26035,17.0,0
26036,100.0,0
26037,7.0,0
26038,4065.0,0
26040,121.0,0
26041,10.0,0
26042,864.0,0
26044,1822.0,0
26045,31.0,0
26046,412.0,0
26047,9.0,0
26048,42.0,0
26049,54.0,0
26050,2.0,0
26051,357.0,0
26052,26.0,0
26053,30.0,0
26054,36.0,0
26056,3.0,0
26057,129.0,0
26058,38.0,0
26059,2649.0,0
26062,42.0,0
26063,18.0,0
26064,265.0,0
26065,85.0,0
26066,156.0,0
26067,296.0,0
26068,4.0,0
26069,10.0,0
26070,344.0,0
26071,237.0,0
26073,2.0,0
26074,35.0,0
26075,42.0,0
26076,22.0,0
26077,6.0,0
26078,46.0,0
26079,427.0,0
26080,80.0,0
26081,113.0,0
26082,2988.0,0
26083,36.0,0
26084,14.0,0
26085,5301.0,0
26086,46.0,0
26088,40.0,0
26089,1188.0,0
26090,27.0,0
26091,445.0,0
26092,308.0,0
26093,8.0,0
26094,294.0,0
26095,1.0,0
26096,16.0,0
26097,107.0,0
26098,59.0,0
26099,312.0,0
26100,24.0,0
26101,14.0,0
26102,9.0,0
26103,84.0,0
26104,91.0,0
26105,29.0,0
26107,2.0,0
26108,1.0,0
26109,35.0,0
26110,74.0,0
26111,35.0,0
26113,184.0,0
26114,325.0,0
26115,51.0,0
26116,24.0,0
26117,7.0,0
26119,15.0,0
26121,27.0,0
26122,612.0,0
26123,8.0,0
26125,7.0,0
26126,137.0,0
26127,49.0,0
26128,3.0,0
26129,12.0,0
26130,10.0,0
26131,210.0,0
26132,17916.0,0
26133,35.0,0
26134,807.0,0
26135,85.0,0
26137,31.0,0
26139,685.0,0
26140,46.0,0
26141,298.0,0
26142,7.0,0
26143,32.0,0
26144,10.0,0
26145,161.0,0
26146,39.0,0
26147,191.0,0
26148,214.0,0
26149,24.0,0
26150,25.0,0
26151,124.0,0
26152,48.0,0
26153,49.0,0
26154,8.0,0
26155,215.0,0
26156,108.0,0
26157,10387.0,0
26158,15.0,0
26159,33.0,0
26160,17.0,0
26161,3.0,0
26162,4.0,0
26163,1473.0,0
26164,81.0,0
26165,75.0,0
26166,311.0,0
26167,45.0,0
26168,131.0,0
26169,28.0,0
26170,33.0,0
26171,52.0,0
26172,21.0,0
26173,9.0,0
26174,77.0,0
26175,7.0,0
26176,1150.0,0
26177,4.0,0
26178,58.0,0
26179,50.0,0
26180,5.0,0
26181,43.0,0
26182,14.0,0
26183,3011.0,0
26184,55.0,0
26185,34.0,0
26186,29.0,0
26187,292.0,0
26188,24.0,0
26189,66.0,0
26191,29.0,0
26192,36.0,0
26193,37.0,0
26194,10.0,0
26195,24.0,0
26196,31.0,0
26197,2.0,0
26198,273.0,0
26199,33.0,0
26200,45.0,0
26201,3.0,0
26202,31.0,0
26203,6.0,0
26204,70.0,0
26205,5.0,0
26206,260.0,0
26207,1017.0,0
26208,3.0,0
26210,49.0,0
26211,558.0,0
26212,11.0,0
26213,16.0,0
26214,105.0,0
26215,5.0,0
26217,5446.0,0
26218,163.0,0
26219,7.0,0
26220,141.0,0
26221,876.0,0
26222,416.0,0
26224,270.0,0
26225,6.0,0
26226,42.0,0
26227,1.0,0
26228,166.0,0
26229,73.0,0
26230,197.0,0
26231,18.0,0
26232,8.0,0
26233,3296.0,0
26234,10.0,0
26235,979.0,0
26237,11.0,0
26238,13.0,0
26239,5.0,0
26241,1022.0,0
26242,9.0,0
26243,14.0,0
26244,2.0,0
26245,28.0,0
26246,250.0,0
26247,19.0,0
26248,724.0,0
26249,50.0,0
26250,6.0,0
26252,37.0,0
26254,42.0,0
26255,9.0,0
26256,111.0,0
26257,14.0,0
26258,250.0,0
26259,19.0,0
26260,490.0,0
26261,441.0,0
26262,15.0,0
26263,156.0,0
26264,18.0,0
26265,51.0,0
26266,133.0,0
26267,78.0,0
26268,11.0,0
26269,1.0,0
26270,18.0,0
26271,15.0,0
26272,163.0,0
26273,25.0,0
26274,45.0,0
26275,76.0,0
26276,295.0,0
26277,19.0,0
26278,29.0,0
26279,16.0,0
26280,2146.0,0
26281,232.0,0
26282,231.0,0
26283,33.0,0
26284,1.0,0
26285,228.0,0
26286,22.0,0
26287,69.0,0
26288,499.0,0
26289,71.0,0
26290,1.0,0
26292,237.0,0
26293,95.0,0
26294,22.0,0
26295,109.0,0
26296,32.0,0
26297,6.0,0
26298,4.0,0
26299,141.0,0
26300,5.0,0
26301,11.0,0
26302,46.0,0
26303,29.0,0
26304,1954.0,0
26305,67.0,0
26306,40.0,0
26307,26.0,0
26308,1.0,0
26309,37.0,0
26310,93.0,0
26311,201.0,0
26312,50.0,0
26313,50.0,0
26314,28.0,0
26315,54.0,0
26316,149.0,0
26317,4.0,0
26319,36.0,0
26320,176.0,0
26321,12.0,0
26322,66.0,0
26323,55.0,0
26324,109.0,0
26325,28.0,0
26326,18.0,0
26327,236.0,0
26328,12.0,0
26329,17.0,0
26330,5684.0,0
26331,158.0,0
26332,1483.0,0
26333,7.0,0
26334,13.0,0
26335,139.0,0
26336,291.0,0
26338,392.0,0
26339,36.0,0
26340,6.0,0
26342,26.0,0
26343,26.0,0
26344,89.0,0
26345,481.0,0
26346,86.0,0
26347,1418.0,0
26348,42.0,0
26349,34.0,0
26350,2.0,0
26351,3.0,0
26352,75.0,0
26353,10.0,0
26354,100.0,0
26355,79.0,0
26356,44.0,0
26357,54.0,0
26358,18.0,0
26359,952.0,0
26360,2094.0,0
26361,80.0,0
26363,237.0,0
26364,17.0,0
26365,339.0,0
26366,154.0,0
26367,101.0,0
26370,15.0,0
26371,11.0,0
26372,275.0,0
26374,1.0,0
26375,13.0,0
26376,47.0,0
26377,1165.0,0
26378,22.0,0
26379,44.0,0
26380,2331.0,0
26381,9.0,0
26382,11.0,0
26383,28.0,0
26384,86.0,0
26385,65.0,0
26386,33.0,0
26387,133.0,0
26388,136.0,0
26389,173.0,0
26390,14.0,0
26391,48.0,0
26392,50.0,0
26393,38.0,0
26394,25.0,0
26395,87.0,0
26396,33.0,0
26397,818.0,0
26398,15.0,0
26399,51.0,0
26400,346.0,0
26401,227.0,0
26402,28.0,0
26403,1.0,0
26404,112.0,0
26405,5.0,0
26406,41.0,0
26407,1.0,0
26408,4.0,0
26410,132.0,0
26411,18450.0,0
26412,118.0,0
26413,116.0,0
26414,1970.0,0
26415,16.0,0
26416,106.0,0
26417,14.0,0
26418,499.0,0
26419,61.0,0
26420,87.0,0
26421,205.0,0
26422,6.0,0
26423,167.0,0
26425,143.0,0
26426,6.0,0
26427,66.0,0
26428,37.0,0
26429,2.0,0
26430,171.0,0
26431,29.0,0
26432,90.0,0
26433,1193.0,0
26434,152.0,0
26435,191.0,0
26436,4605.0,0
26437,1507.0,0
26438,61.0,0
26439,388.0,0
26440,895.0,0
26441,1366.0,0
26442,5.0,0
26443,1.0,0
26444,9.0,0
26445,7.0,0
26446,47.0,0
26447,26.0,0
26448,57.0,0
26449,26.0,0
26450,112.0,0
26452,77.0,0
26453,208.0,0
26454,9.0,0
26455,91.0,0
26456,4.0,0
26457,114.0,0
26458,25.0,0
26459,5.0,0
26460,24.0,0
26461,355.0,0
26462,8.0,0
26463,1216.0,0
26464,434.0,0
26465,85.0,0
26466,30.0,0
26467,61.0,0
26468,2.0,0
26469,62.0,0
26470,41.0,0
26471,11.0,0
26472,185.0,0
26473,28.0,0
26474,396.0,0
26475,110.0,0
26476,33.0,0
26477,7.0,0
26478,169.0,0
26479,7.0,0
26480,95.0,0
26481,21.0,0
26482,1.0,0
26483,77.0,0
26484,13.0,0
26485,72.0,0
26486,961.0,0
26487,202.0,0
26488,54.0,0
26489,12.0,0
26490,88.0,0
26491,15.0,0
26492,41.0,0
26493,460.0,0
26494,24.0,0
26495,23.0,0
26496,124.0,0
26497,63.0,0
26498,88.0,0
26499,35.0,0
26500,2220.0,0
26501,94.0,0
26502,62.0,0
26504,1.0,0
26505,12.0,0
26506,56.0,0
26507,41.0,0
26508,1.0,0
26509,59.0,0
26510,2.0,0
26511,10.0,0
26512,17.0,0
26513,270.0,0
26514,208.0,0
26515,34.0,0
26516,9.0,0
26517,31.0,0
26518,1.0,0
26519,126.0,0
26521,15.0,0
26522,136.0,0
26523,21.0,0
26524,18.0,0
26525,5.0,0
26526,444.0,0
26527,41.0,0
26528,21.0,0
26529,575.0,0
26530,65.0,0
26532,58.0,0
26534,10.0,0
26535,36.0,0
26536,37.0,0
26537,115.0,0
26538,7.0,0
26539,13.0,0
26540,444.0,0
26541,16.0,0
26542,21.0,0
26543,189.0,0
26544,1857.0,0
26545,2372.0,0
26546,184.0,0
26547,10.0,0
26548,6.0,0
26549,2294.0,0
26550,1.0,0
26551,28.0,0
26552,58.0,0
26553,134.0,0
26554,5031.0,0
26555,221.0,0
26556,214.0,0
26557,74.0,0
26558,50.0,0
26559,53.0,0
26560,84.0,0
26561,20.0,0
26562,2.0,0
26563,168.0,0
26564,11.0,0
26565,1475.0,0
26566,1.0,0
26567,26.0,0
26568,7.0,0
26569,367.0,0
26570,67.0,0
26571,4.0,0
26572,1391.0,0
26573,78.0,0
26575,128.0,0
26576,494.0,0
26577,44.0,0
26578,92.0,0
26579,4307.0,0
26581,11.0,0
26582,19.0,0
26583,1761.0,0
26584,307.0,0
26585,3.0,0
26586,124.0,0
26587,368.0,0
26588,1192.0,0
26589,19.0,0
26590,233.0,0
26591,235.0,0
26592,56.0,0
26593,300.0,0
26594,4.0,0
26595,4.0,0
26596,721.0,0
26597,210.0,0
26598,2734.0,0
26600,3099.0,0
26601,48.0,0
26602,535.0,0
26603,307.0,0
26604,3.0,0
26605,187.0,0
26607,1344.0,0
26608,659.0,0
26609,32.0,0
26610,12.0,0
26611,45.0,0
26612,3.0,0
26613,166.0,0
26615,65.0,0
26616,3968.0,0
26617,112.0,0
26618,329.0,0
26619,25.0,0
26620,39.0,0
26621,5106.0,0
26622,21.0,0
26623,77.0,0
26624,12.0,0
26626,79.0,0
26627,28.0,0
26628,74.0,0
26629,8.0,0
26630,304.0,0
26631,719.0,0
26632,7.0,0
26633,14.0,0
26634,62.0,0
26635,48.0,0
26636,84.0,0
26637,53.0,0
26638,54.0,0
26639,20.0,0
26640,103.0,0
26641,201.0,0
26642,2071.0,0
26643,2.0,0
26644,16.0,0
26645,621.0,0
26646,42.0,0
26647,60.0,0
26648,7.0,0
26649,763.0,0
26650,69.0,0
26651,101.0,0
26652,1002.0,0
26653,27.0,0
26654,8.0,0
26655,31.0,0
26656,1.0,0
26657,147.0,0
26658,949.0,0
26659,2742.0,0
26660,11.0,0
26661,1.0,0
26662,15.0,0
26663,104.0,0
26664,75.0,0
26665,56.0,0
26666,94.0,0
26667,65.0,0
26668,12.0,0
26670,2.0,0
26671,25.0,0
26672,327.0,0
26673,19.0,0
26674,19.0,0
26675,302.0,0
26676,390.0,0
26677,154.0,0
26678,304.0,0
26679,49.0,0
26680,535.0,0
26681,640.0,0
26682,200.0,0
26684,64.0,0
26685,3.0,0
26686,46.0,0
26687,56.0,0
26688,375.0,0
26689,101.0,0
26690,43.0,0
26691,348.0,0
26692,321.0,0
26693,8.0,0
26694,3.0,0
26695,7.0,0
26696,12.0,0
26697,13.0,0
26698,357.0,0
26699,19.0,0
26700,39.0,0
26701,188.0,0
26702,1482.0,0
26703,928.0,0
26704,62.0,0
26705,154.0,0
26706,6.0,0
26707,20.0,0
26708,20.0,0
26709,99.0,0
26710,16.0,0
26711,35.0,0
26712,5.0,0
26713,105.0,0
26714,13.0,0
26715,14.0,0
26716,37.0,0
26717,15.0,0
26718,11.0,0
26719,2.0,0
26720,66.0,0
26721,5.0,0
26722,1328.0,0
26723,5.0,0
26724,489.0,0
26725,26.0,0
26726,1708.0,0
26727,17.0,0
26728,490.0,0
26731,4.0,0
26732,167.0,0
26733,184.0,0
26734,13.0,0
26735,1721.0,0
26736,2414.0,0
26737,40.0,0
26738,3.0,0
26739,43.0,0
26740,62.0,0
26741,2943.0,0
26742,17.0,0
26743,21.0,0
26744,869.0,0
26745,57.0,0
26746,24.0,0
26747,56.0,0
26748,118.0,0
26749,40.0,0
26750,11.0,0
26751,24.0,0
26752,77.0,0
26753,82.0,0
26754,2009.0,0
26755,15.0,0
26756,69.0,0
26757,52.0,0
26758,56.0,0
26759,5.0,0
26760,704.0,0
26761,11.0,0
26762,14.0,0
26763,66.0,0
26764,321.0,0
26765,9.0,0
26766,39.0,0
26767,5.0,0
26768,46.0,0
26769,4.0,0
26770,40.0,0
26771,7.0,0
26772,39.0,0
26774,13.0,0
26775,1787.0,0
26776,113.0,0
26777,29.0,0
26778,215.0,0
26779,167.0,0
26780,17.0,0
26781,16.0,0
26782,30.0,0
26783,13.0,0
26784,1.0,0
26785,87.0,0
26786,9.0,0
26787,7490.0,0
26788,3417.0,0
26789,104.0,0
26790,108.0,0
26791,26.0,0
26792,153.0,0
26793,129.0,0
26794,1535.0,0
26795,33.0,0
26796,111.0,0
26797,221.0,0
26798,16.0,0
26799,24.0,0
26800,22.0,0
26802,2.0,0
26803,10.0,0
26804,13.0,0
26805,117.0,0
26807,1097.0,0
26808,33.0,0
26809,248.0,0
26810,19.0,0
26811,43.0,0
26812,8.0,0
26813,56.0,0
26814,1462.0,0
26815,26.0,0
26816,627.0,0
26817,7.0,0
26818,67.0,0
26819,8.0,0
26820,52.0,0
26821,12.0,0
26822,2113.0,0
26823,30.0,0
26824,5.0,0
26825,10.0,0
26826,17.0,0
26827,119.0,0
26828,13.0,0
26829,171.0,0
26830,159.0,0
26831,2.0,0
26832,348.0,0
26834,494.0,0
26835,156.0,0
26836,5.0,0
26837,1141.0,0
26838,875.0,0
26839,24.0,0
26840,1.0,0
26841,4.0,0
26842,39.0,0
26843,9.0,0
26844,31.0,0
26845,316.0,0
26846,2.0,0
26847,86.0,0
26848,158.0,0
26849,23.0,0
26850,19.0,0
26851,86.0,0
26852,19.0,0
26853,4.0,0
26854,83.0,0
26855,17.0,0
26856,54.0,0
26857,1749.0,0
26858,639.0,0
26859,78.0,0
26860,88.0,0
26861,116.0,0
26862,4.0,0
26864,87.0,0
26866,90.0,0
26867,867.0,0
26868,2.0,0
26869,6383.0,0
26870,4960.0,0
26871,18.0,0
26872,38.0,0
26873,16.0,0
26874,22.0,0
26875,9969.0,0
26876,684.0,0
